Symbol,Date,Close
OTEX,25/06/2018,34.81
OTEX,26/06/2018,34.92
OTEX,27/06/2018,34.56
OTEX,28/06/2018,34.96
OTEX,29/06/2018,35.19
OTEX,2/07/2018,35.51
OTEX,3/07/2018,35.59
OTEX,5/07/2018,36.05
OTEX,6/07/2018,36.44
OTEX,9/07/2018,36.96
OTEX,10/07/2018,37.16
OTEX,11/07/2018,36.85
OTEX,12/07/2018,37.76
OTEX,13/07/2018,37.92
OTEX,16/07/2018,38.07
OTEX,17/07/2018,37.43
OTEX,18/07/2018,37.72
OTEX,19/07/2018,37.68
OTEX,20/07/2018,37.91
OTEX,23/07/2018,37.69
OTEX,24/07/2018,37.55
OTEX,25/07/2018,37.97
OTEX,26/07/2018,38.42
OTEX,27/07/2018,37.83
OTEX,30/07/2018,36.96
OTEX,31/07/2018,37.2
OTEX,1/08/2018,37.37
OTEX,2/08/2018,37.76
OTEX,3/08/2018,39.27
OTEX,6/08/2018,38.93
OTEX,7/08/2018,38.66
OTEX,8/08/2018,39.28
OTEX,9/08/2018,39.32
OTEX,10/08/2018,38.98
OTEX,13/08/2018,39
OTEX,14/08/2018,39.34
OTEX,15/08/2018,38.67
OTEX,16/08/2018,38.78
OTEX,17/08/2018,38.83
OTEX,20/08/2018,38.71
OTEX,21/08/2018,38.52
OTEX,22/08/2018,38.44
OTEX,23/08/2018,38.83
OTEX,24/08/2018,38.94
OTEX,27/08/2018,38.93
OTEX,28/08/2018,38.98
OTEX,29/08/2018,39.33
OTEX,30/08/2018,39.73
OTEX,31/08/2018,39.25
OTEX,4/09/2018,39.36
OTEX,5/09/2018,38.9
OTEX,6/09/2018,38.49
OTEX,7/09/2018,38.37
OTEX,10/09/2018,38.44
OTEX,11/09/2018,38.43
OTEX,12/09/2018,38.32
OTEX,13/09/2018,38.31
OTEX,14/09/2018,38.62
OTEX,17/09/2018,38.16
OTEX,18/09/2018,38.21
OTEX,19/09/2018,38.18
OTEX,20/09/2018,38.51
OTEX,21/09/2018,38.17
OTEX,24/09/2018,37.99
OTEX,25/09/2018,37.98
OTEX,26/09/2018,37.91
OTEX,27/09/2018,38.49
OTEX,28/09/2018,38.04
OTEX,1/10/2018,37.77
OTEX,2/10/2018,37.21
OTEX,3/10/2018,37.13
OTEX,4/10/2018,36.58
OTEX,5/10/2018,36.22
OTEX,8/10/2018,35.9
OTEX,9/10/2018,35.59
OTEX,10/10/2018,34.17
OTEX,11/10/2018,33.97
OTEX,12/10/2018,34.78
OTEX,15/10/2018,34.12
OTEX,16/10/2018,35.01
OTEX,17/10/2018,34.87
OTEX,18/10/2018,34.33
OTEX,19/10/2018,33.99
OTEX,22/10/2018,34.35
OTEX,23/10/2018,34.38
OTEX,24/10/2018,33.56
OTEX,25/10/2018,33.71
OTEX,26/10/2018,33.11
OTEX,29/10/2018,32.73
OTEX,30/10/2018,33.27
OTEX,31/10/2018,33.8
OTEX,1/11/2018,33.97
OTEX,2/11/2018,33.16
OTEX,5/11/2018,32.96
OTEX,6/11/2018,33.1
OTEX,7/11/2018,33.71
OTEX,8/11/2018,33.35
OTEX,9/11/2018,33.05
OTEX,12/11/2018,32.44
OTEX,13/11/2018,32.95
OTEX,14/11/2018,32.73
OTEX,15/11/2018,32.89
OTEX,16/11/2018,33.2
OTEX,19/11/2018,32.52
OTEX,20/11/2018,32.56
OTEX,21/11/2018,33.44
OTEX,23/11/2018,33.5
OTEX,26/11/2018,34.12
OTEX,27/11/2018,34.09
OTEX,28/11/2018,34.59
OTEX,29/11/2018,34
OTEX,30/11/2018,34.31
OTEX,3/12/2018,34.58
OTEX,4/12/2018,34.23
OTEX,6/12/2018,33.43
OTEX,7/12/2018,33.06
OTEX,10/12/2018,33.35
OTEX,11/12/2018,33.49
OTEX,12/12/2018,34.04
OTEX,13/12/2018,33.88
OTEX,14/12/2018,32.74
OTEX,17/12/2018,32.01
OTEX,18/12/2018,33.31
OTEX,19/12/2018,32.97
OTEX,20/12/2018,32.64
OTEX,21/12/2018,31.44
OTEX,24/12/2018,31.44
OTEX,26/12/2018,32.61
OTEX,27/12/2018,32.66
OTEX,28/12/2018,32.44
OTEX,31/12/2018,32.6
OTEX,2/01/2019,32.43
OTEX,3/01/2019,31.45
OTEX,4/01/2019,32.21
OTEX,7/01/2019,32.76
OTEX,8/01/2019,33.71
OTEX,9/01/2019,34.18
OTEX,10/01/2019,34.47
OTEX,11/01/2019,34.49
OTEX,14/01/2019,34.27
OTEX,15/01/2019,34.41
OTEX,16/01/2019,34.5
OTEX,17/01/2019,34.81
OTEX,18/01/2019,35.29
OTEX,22/01/2019,34.78
OTEX,23/01/2019,34.97
OTEX,24/01/2019,35.23
OTEX,25/01/2019,35.81
OTEX,28/01/2019,35.5
OTEX,29/01/2019,35.09
OTEX,30/01/2019,35.27
OTEX,31/01/2019,35.64
OTEX,1/02/2019,37.24
OTEX,4/02/2019,37.6
OTEX,5/02/2019,37.69
OTEX,6/02/2019,37.48
OTEX,7/02/2019,36.94
OTEX,8/02/2019,37.03
OTEX,11/02/2019,36.7
OTEX,12/02/2019,36.86
OTEX,13/02/2019,37.06
OTEX,14/02/2019,37.41
OTEX,15/02/2019,37.56
OTEX,19/02/2019,37.54
OTEX,20/02/2019,37.68
OTEX,21/02/2019,37.41
OTEX,22/02/2019,37.89
OTEX,25/02/2019,38.08
OTEX,26/02/2019,38.2
OTEX,27/02/2019,38.37
OTEX,28/02/2019,37.92
OTEX,1/03/2019,38.07
OTEX,4/03/2019,37.86
OTEX,5/03/2019,37.82
OTEX,6/03/2019,37.87
OTEX,7/03/2019,37.6
OTEX,8/03/2019,37.57
OTEX,11/03/2019,37.74
OTEX,12/03/2019,38.02
OTEX,13/03/2019,38
OTEX,14/03/2019,37.89
OTEX,15/03/2019,38.1
OTEX,18/03/2019,38.15
OTEX,19/03/2019,38.38
OTEX,20/03/2019,37.85
OTEX,21/03/2019,38.15
OTEX,22/03/2019,37.44
OTEX,25/03/2019,37.51
OTEX,26/03/2019,37.74
OTEX,27/03/2019,37.9
OTEX,28/03/2019,38.48
OTEX,29/03/2019,38.43
OTEX,1/04/2019,38.55
OTEX,2/04/2019,38.46
OTEX,3/04/2019,38.67
OTEX,4/04/2019,38.07
OTEX,5/04/2019,38.47
OTEX,8/04/2019,38.28
OTEX,9/04/2019,38.57
OTEX,10/04/2019,38.46
OTEX,11/04/2019,38.62
OTEX,12/04/2019,38.82
OTEX,15/04/2019,38.61
OTEX,16/04/2019,38.71
OTEX,17/04/2019,38.05
OTEX,18/04/2019,38.08
OTEX,22/04/2019,37.94
OTEX,23/04/2019,38.12
OTEX,24/04/2019,38.14
OTEX,25/04/2019,38.35
OTEX,26/04/2019,38.42
OTEX,29/04/2019,38.27
OTEX,30/04/2019,38.45
OTEX,1/05/2019,38.44
OTEX,2/05/2019,39.75
OTEX,3/05/2019,40.29
OTEX,6/05/2019,40.2
OTEX,7/05/2019,39.32
OTEX,8/05/2019,40.24
OTEX,9/05/2019,40.22
OTEX,10/05/2019,40.35
OTEX,13/05/2019,39.59
OTEX,14/05/2019,39.72
OTEX,15/05/2019,39.93
OTEX,16/05/2019,40.3
OTEX,17/05/2019,40.8
OTEX,20/05/2019,40.43
OTEX,21/05/2019,40.94
OTEX,22/05/2019,41.03
OTEX,23/05/2019,40.35
OTEX,24/05/2019,40.47
OTEX,28/05/2019,40.57
OTEX,29/05/2019,39.9
OTEX,30/05/2019,39.76
OTEX,31/05/2019,39.72
OTEX,3/06/2019,39
OTEX,4/06/2019,39.59
OTEX,5/06/2019,40.11
OTEX,6/06/2019,40.75
OTEX,7/06/2019,41.11
OTEX,10/06/2019,41.28
OTEX,11/06/2019,40.99
OTEX,12/06/2019,41.27
OTEX,13/06/2019,41.36
OTEX,14/06/2019,41.26
OTEX,17/06/2019,40.84
OTEX,18/06/2019,41.23
OTEX,19/06/2019,41.34
OTEX,20/06/2019,41.57
OTEX,21/06/2019,41.14
OTEX,24/06/2019,41.67
OTEX,25/06/2019,40.89
OTEX,26/06/2019,41.03
OTEX,27/06/2019,41.19
OTEX,28/06/2019,41.2
OTEX,1/07/2019,41.36
OTEX,2/07/2019,41.88
OTEX,3/07/2019,42.33
OTEX,5/07/2019,42
OTEX,8/07/2019,41.83
OTEX,9/07/2019,42.45
OTEX,10/07/2019,42.56
OTEX,11/07/2019,42.95
OTEX,12/07/2019,42.5
OTEX,15/07/2019,42.75
OTEX,16/07/2019,42.44
OTEX,17/07/2019,42.52
OTEX,18/07/2019,42.68
OTEX,19/07/2019,42.73
OTEX,22/07/2019,43.38
OTEX,23/07/2019,43.22
OTEX,24/07/2019,43.71
OTEX,25/07/2019,43.91
OTEX,26/07/2019,44.06
OTEX,29/07/2019,43.7
OTEX,30/07/2019,43.2
OTEX,31/07/2019,42.63
OTEX,1/08/2019,42.4
OTEX,2/08/2019,38.76
OTEX,5/08/2019,37.53
OTEX,6/08/2019,37.84
OTEX,7/08/2019,37.97
OTEX,8/08/2019,38.55
OTEX,9/08/2019,38.43
OTEX,12/08/2019,38.34
OTEX,13/08/2019,38.36
OTEX,14/08/2019,37.55
OTEX,15/08/2019,37.89
OTEX,16/08/2019,38.46
OTEX,19/08/2019,38.69
OTEX,20/08/2019,38.59
OTEX,21/08/2019,38.95
OTEX,22/08/2019,39.08
OTEX,23/08/2019,38.57
OTEX,26/08/2019,38.49
OTEX,27/08/2019,38.61
OTEX,28/08/2019,38.51
OTEX,29/08/2019,38.85
OTEX,30/08/2019,39.09
OTEX,3/09/2019,39.54
OTEX,4/09/2019,40.33
OTEX,5/09/2019,41.53
OTEX,6/09/2019,41.51
OTEX,9/09/2019,41.37
OTEX,10/09/2019,40.96
OTEX,11/09/2019,41.18
OTEX,12/09/2019,41.25
OTEX,13/09/2019,40.93
OTEX,16/09/2019,40.88
OTEX,17/09/2019,40.99
OTEX,18/09/2019,40.86
OTEX,19/09/2019,41.19
OTEX,20/09/2019,41.39
OTEX,23/09/2019,41.05
OTEX,24/09/2019,40.63
OTEX,25/09/2019,40.93
OTEX,26/09/2019,40.88
OTEX,27/09/2019,40.54
OTEX,30/09/2019,40.81
OTEX,1/10/2019,40.38
OTEX,2/10/2019,39.61
OTEX,3/10/2019,40
OTEX,4/10/2019,40.44
OTEX,7/10/2019,40.24
OTEX,8/10/2019,39.88
OTEX,9/10/2019,40.49
OTEX,10/10/2019,40.29
OTEX,11/10/2019,40.77
OTEX,14/10/2019,40.64
OTEX,15/10/2019,40.71
OTEX,16/10/2019,40.79
OTEX,17/10/2019,40.85
OTEX,18/10/2019,39.34
OTEX,21/10/2019,39.92
OTEX,22/10/2019,39.28
OTEX,23/10/2019,39.5
OTEX,24/10/2019,39.88
OTEX,25/10/2019,40.03
OTEX,28/10/2019,40.33
OTEX,29/10/2019,40.2
OTEX,30/10/2019,40.36
OTEX,31/10/2019,40.26
OTEX,1/11/2019,41.13
OTEX,4/11/2019,41.19
OTEX,5/11/2019,40.98
OTEX,6/11/2019,40.95
OTEX,7/11/2019,41.17
OTEX,8/11/2019,41.56
OTEX,11/11/2019,42.54
OTEX,12/11/2019,42.65
OTEX,13/11/2019,43.53
OTEX,14/11/2019,43.39
OTEX,15/11/2019,43.46
OTEX,18/11/2019,43.51
OTEX,19/11/2019,43.56
OTEX,20/11/2019,43.21
OTEX,21/11/2019,43.15
OTEX,22/11/2019,43.03
OTEX,25/11/2019,43.8
OTEX,26/11/2019,44.4
OTEX,27/11/2019,43.91
OTEX,29/11/2019,43.58
OTEX,2/12/2019,43.24
OTEX,3/12/2019,42.8
OTEX,4/12/2019,42.75
OTEX,5/12/2019,42.78
OTEX,6/12/2019,42.66
OTEX,9/12/2019,42.46
OTEX,10/12/2019,42.5
OTEX,11/12/2019,42.84
OTEX,12/12/2019,43.05
OTEX,13/12/2019,43.11
OTEX,16/12/2019,43.8
OTEX,17/12/2019,43.69
OTEX,18/12/2019,43.85
OTEX,19/12/2019,43.64
OTEX,20/12/2019,44.59
OTEX,23/12/2019,44.04
OTEX,24/12/2019,43.69
OTEX,26/12/2019,44.06
OTEX,27/12/2019,44.06
OTEX,30/12/2019,43.82
